post_id,page_id,page_name,page_category,message,story,type,permalink,created_time_gmt,created_time_taipei,link_url,link_name,link_description,like_count,haha_count,love_count,angry_count,sad_count,wow_count,comment_count,share_count
325269090863652_2177827598941116,325269090863652,郭國文,Politician,"曾經在這裡 真誠服務多年的偉哲，
在鄉親的支持下，當選台南市長，為更多民眾服務。
國文承接著這份責任，會將建設持續推動，會以地方的需求為先，決不會讓台南鄉親漏氣、失望。
#316拚台南顧台灣
#台南第二選區2號郭國文
#前進國會新國會新戰將
#郭國文GOGOWIN",,video,https://www.facebook.com/325269090863652/posts/2177827598941116/,2019-03-02T07:01:02+0000,2019-03-02T15:01:02,https://www.facebook.com/gogowin2010/videos/300919720594472/,偉哲的懇託,,723,0,0,0,0,0,108,31
325269090863652_2177818888941987,325269090863652,郭國文,Politician,"團結為台南

西港與麻豆的街頭，有著濃郁的人情味，
鄉親的熱情和鼓勵，襯著賴清德院長的聲音，
蔡蘇秋金  陳秋宏 議員
國文~跑~起來!! 
我們會非常珍惜鄉親 所給予的信任與機會，
懇請鄉親 集中選票，支持國文，
台南大團結 守護大台南。

#316拚台南顧台灣
#台南第二選區2號郭國文
#前進國會新國會新戰將
#郭國文GOGOWIN",,video,https://www.facebook.com/325269090863652/posts/2177818888941987/,2019-03-02T06:03:27+0000,2019-03-02T14:03:27,https://www.facebook.com/gogowin2010/videos/307402709967013/,團結為台南,,1188,0,0,0,0,0,147,29
325269090863652_2173642259359650,325269090863652,郭國文,Politician,"[活動預告]
賴院長 不辭辛苦，
第二選區的14個地區，
全程帶著國文，
一雙手一雙手的握，
一步一腳印的懇託，
要贏回人民對民進黨的信任與信心，
用最大的誠意，守護台南。

3/3 > 楠西、玉井

#316拚台南顧台灣
#台南第二選區2號郭國文
#前進國會新國會新戰將
#郭國文GOGOWIN",,photo,https://www.facebook.com/325269090863652/posts/2173642259359650/,2019-03-02T02:30:00+0000,2019-03-02T10:30:00,https://www.facebook.com/gogowin2010/photos/a.546323485424877/2173642002693009/?type=3,,,690,0,0,0,0,0,82,16
325269090863652_2212119018845307,325269090863652,郭國文,Politician,"【與阿扁總統再聚首  分享兩岸關係二三事】
　
國文今(27)日偕同台南市邱莉莉、陳秋宏議員，前往高雄人文首璽，向阿扁總統請安，除了向阿扁總統表達選戰過程中全力相挺的感謝之意外，面對近來韓國瑜市長訪中所掀起的兩岸關係論辯，阿扁總統也侃侃而談的與我們分享當政時期的經驗談。
　
阿扁總統細數當時一連串重新界定台灣國家定位的舉措，包括廢除國統綱領、入聯公投、提出「一邊一國」主張等，都是為了在中美外交因素的折衝下，確立台灣作為主權獨立國家的基調，相信這也是台灣未來應該走的國際發展路徑。當然，閒話家常間，阿扁總統也透露不少執政時期的秘辛，解除當年許多的疑惑，阿扁總統的政治課，精彩有趣！",,photo,https://www.facebook.com/325269090863652/posts/2212119018845307/,2019-03-27T08:53:57+0000,2019-03-27T16:53:57,https://www.facebook.com/gogowin2010/photos/a.546323485424877/2212118598845349/?type=3,Photos from 郭國文's post,,653,0,0,0,0,0,62,8
325269090863652_2210961985627677,325269090863652,郭國文,Politician,"今早初選登記完隨即北上立院，晚上再回到台南。

因為上午才說現在真的是一面謝票，一面又得繼續拜票，所以晚上再次來到西港夜市，感謝西港鄉親的疼惜栽培，也懇請鄉親繼續支持。

不過，今晚沒有選前的緊張氣氛，可以跟大小朋友一起，真的是迺夜市啦！",,photo,https://www.facebook.com/325269090863652/posts/2210961985627677/,2019-03-26T14:26:28+0000,2019-03-26T22:26:28,https://www.facebook.com/gogowin2010/photos/a.546323485424877/2210961668961042/?type=3,Photos from 郭國文's post,,681,0,0,0,0,0,32,6
325269090863652_2210279279029281,325269090863652,郭國文,Politician,"【補考結束大考在即 國文持續爭取認同】
　
從316到326，不過十天，補考剛結束，馬上又要面臨大考，謝票聲都尚未歇息，拜票活動又從即刻展開。國文今(26)日登記黨內立委初選，不論是否有其他同志角逐，乃至於未來的他黨對手為誰，我都將持續面對挑戰，爭取認同！
　
回到舊台南縣黨部，這裡是我返回故鄉後的第一個辦公場所，舊地重遊，儘管扮演的角色與肩負的責任有所不同，卻始終如一。",,photo,https://www.facebook.com/325269090863652/posts/2210279279029281/,2019-03-26T02:26:06+0000,2019-03-26T10:26:06,https://www.facebook.com/gogowin2010/photos/a.546323485424877/2210278652362677/?type=3,Photos from 郭國文's post,,660,0,0,0,0,0,40,6
325269090863652_2210216365702239,325269090863652,郭國文,Politician,台南真是處處有驚奇，大清早來到新營，準備前往黨內立委初選登記的路途中，瞥見這家特色獨具的咖啡館，吸引著酷愛這味黑色精神飲品的我。看著老闆熟練的以摩卡壺萃取咖啡，撲鼻而來的香醇氣息，已讓自己充滿了能量。喝了再上，我要繼續忙碌的一天囉！,,photo,https://www.facebook.com/325269090863652/posts/2210216365702239/,2019-03-26T01:23:09+0000,2019-03-26T09:23:09,https://www.facebook.com/gogowin2010/photos/a.546323485424877/2210215355702340/?type=3,Photos from 郭國文's post,,576,0,0,0,0,0,20,7
325269090863652_2209115112479031,325269090863652,郭國文,Politician,"【經濟委員會質詢  聚焦建置南科三期必要性】
　
今(25)日是國文第一次進行質詢，在所屬的經濟委員會針對「歡迎台商回台投資行動方案」，對國發會與經濟部提出的報告提出詢問。端看部會報告內容，儘管在五缺方面提出具體的因應措施，但在產業鏈的區位思考上仍略顯不足。
　
我以南科為例，南科乃半導體與光電等產業為主，相關台商若有意回台設廠，應優先協助其在台南投資，並將週遭工業區，如新吉、七股、麻豆工業區等，作為產業關聯性的支援基地，藉以帶動週遭工業區的產業聚落發展。若在土地取得上有所稀缺，則應加速南科三期的建置，務必讓產業鏈完整的在南部深耕。為此，國文要求國發會、經濟部工業局、科技部等單位，必須循著產業區位發展軌跡，做跨部會的整合思考，對南科三期的規劃進度，提出具體彙報。",,photo,https://www.facebook.com/325269090863652/posts/2209115112479031/,2019-03-25T06:48:04+0000,2019-03-25T14:48:04,https://www.facebook.com/gogowin2010/photos/a.546323485424877/2209114799145729/?type=3,Photos from 郭國文's post,,3816,0,0,0,0,0,80,24
325269090863652_2207822615941614,325269090863652,郭國文,Politician,國文今日在跑攤的宴席間偶遇扁媽，特別上前寒暄致意，表達對她老人家的關心，扁媽也溫暖的握著我的手，對我說了一番悄悄話。大家猜猜看，扁媽都說了些甚麼呢？,,photo,https://www.facebook.com/325269090863652/posts/2207822615941614/,2019-03-24T09:10:20+0000,2019-03-24T17:10:20,https://www.facebook.com/gogowin2010/photos/a.546323485424877/2207822372608305/?type=3,,,3363,0,0,0,0,0,109,9
325269090863652_2206460596077816,325269090863652,郭國文,Politician,國文的謝票行程，今日來到佳里市場，儘管天氣轉冷，但鄉親們給予的熱情依然溫暖，讓我打從心底感到幸福。握著鄉親們的每一雙手，看到大家對於我的深刻期許。感謝鄉親力挺，國文必將不負所託，努力達成讓人民過好生活的許諾。也懇請鄉親們繼續做國文的堅實後盾，一同攜手打造更優質的家園。,,photo,https://www.facebook.com/325269090863652/posts/2206460596077816/,2019-03-23T09:25:14+0000,2019-03-23T17:25:14,https://www.facebook.com/gogowin2010/photos/a.546323485424877/2206458046078071/?type=3,Photos from 郭國文's post,,904,0,0,0,0,0,54,7
325269090863652_2206476089409600,325269090863652,郭國文,Politician,,郭國文 added 54 new photos.,photo,https://www.facebook.com/gogowin2010/photos/a.2206468852743657/2206472002743342/?type=3,2019-03-23T09:38:59+0000,2019-03-23T17:38:59,https://www.facebook.com/gogowin2010/photos/a.2206468852743657/2206472002743342/?type=3,2019-0323-佳里市場謝票,,392,0,0,0,0,0,8,0
325269090863652_2205085139548695,325269090863652,郭國文,Politician,"【關心麻豆文旦產銷  特邀農委會主委南下】
　
國文在選舉結果揭曉的那一刻，有感於麻豆文旦在選戰過程中飽受訊息上的混淆，特別在第一時間邀請農委會陳吉仲主委，於今日親自南下與文旦農民進行座談，其中與農委會達成幾項共識，包括：（一）今年文旦價格會優於去年；（二）針對麻豆地區可作為加工的文旦，農委會將保證收購600公噸；（三）促銷活動絕對比往年舉辦更多場，由國文來爭取，費用則由農委會概括負責；（四）對於不實訊息應即時澄清，以免消費市場有所混淆；（五）外銷部分要積極擴張，特別是農改場的部分，應肩負起輔導農民的責任。
　
一如產銷班的班長所言，麻豆文旦是老祖宗們留下來的珍貴資產，也是麻豆最重要的農特產。如何讓質優價美的麻豆文旦，拓展出更廣泛的銷售通路，將是國文接下來努力的首要目標。
　
https://udn.com/news/story/7326/3713116",,photo,https://www.facebook.com/325269090863652/posts/2205085139548695/,2019-03-22T10:10:06+0000,2019-03-22T18:10:06,https://www.facebook.com/gogowin2010/photos/a.546323485424877/2205083526215523/?type=3,Photos from 郭國文's post,,3139,0,0,0,0,0,101,47
325269090863652_2204737232916819,325269090863652,郭國文,Politician,"【國會議場的初體驗】
　
國文今(22)日第一次參與黨團會議，頭一回進入議場表決，體驗到場內朝野對決的劍拔弩張氛圍，留下具有難得的照片。我要進議場繼續奮鬥了！",,photo,https://www.facebook.com/325269090863652/posts/2204737232916819/,2019-03-22T03:35:04+0000,2019-03-22T11:35:04,https://www.facebook.com/gogowin2010/photos/a.546323485424877/2204736489583560/?type=3,Photos from 郭國文's post,,961,0,0,0,0,0,92,4
325269090863652_2203300486393827,325269090863652,郭國文,Politician,"國文今日宣誓就職，正式接下立委職務，也是在地實作、繼續耕耘的開始。回顧參與公共事務路途，儘管過程中飽受挑戰與艱辛，卻屢屢得以在絕境之中，獲得再次奮起的機運，端賴的是廣大鄉親們的疼惜與支持。一如既往，新職務新挑戰，我同樣抱持著徵召入伍的心情，誠惶誠恐的，扮演好民意代表的角色。
　
接續的立院會期，我將待在經濟委員會，為廣大農民謀取更豐厚的福祉，同時關心議題的觸角，也會同步延伸至南科三期設置、山海區串聯的文化路徑、漁產穩定供銷方案、以及勞保財務的穩定無虞等面向，務必在最短的時間內，實踐國文對於鄉親們的政見承諾！
　
https://udn.com/news/story/7548/3701755",,photo,https://www.facebook.com/325269090863652/posts/2203300486393827/,2019-03-21T03:59:39+0000,2019-03-21T11:59:39,https://www.facebook.com/gogowin2010/photos/a.546323485424877/2203299129727296/?type=3,Photos from 郭國文's post,,1301,0,0,0,0,0,111,14
325269090863652_2202063103184232,325269090863652,郭國文,Politician,能收到當選證書，是需要許許多多人的幫忙。接下來就是要扮演好立委的角色，加強服務，落實政見，把流失的認同與選票爭取回來！,,video,https://www.facebook.com/325269090863652/posts/2202063103184232/,2019-03-20T07:02:47+0000,2019-03-20T15:02:47,https://www.facebook.com/gogowin2010/videos/2080639172057563/,收到當選證書，就是責任的開始。,,833,0,0,0,0,0,77,15
325269090863652_2201892856534590,325269090863652,郭國文,Politician,"今天一早，臺南市選委會主委方進呈前來善化服務處致送當選證書。
   
能拿到這張當選證書還真是相當不容易，藍綠票數相差不大，我們僅險勝而已。為了找回民進黨流失的選票，我們應更加強我們的服務，所以國文將成立四個服務處，讓市民找得到、叫得動，藉以喚回過去支持者的認同。

另外，國文也會開始著手所提政見的落實。爭取南科第三期基地，並促進鄰近衛星產業升級，再帶動地方農漁產業與服務業，讓產業相乘加值。同時還搭配完善的交通便捷網絡。包含台南鐵路立體化延伸至新市與善化採高架之規劃，以及捷運延台39線高鐵橋下連結南科與沙崙園區，建構起台南山手線的遠景。
   
接下來，國文將開始致力於實現政見，讓人民過好生活！",,photo,https://www.facebook.com/325269090863652/posts/2201892856534590/,2019-03-20T03:36:21+0000,2019-03-20T11:36:21,https://www.facebook.com/gogowin2010/photos/a.546323485424877/2201882756535600/?type=3,Photos from 郭國文's post,,991,0,0,0,0,0,93,9
325269090863652_2200479870009222,325269090863652,郭國文,Politician,"以民主為名追求民主
相信民主的初選機制
　
團結，就從不選邊站開始。
　
　
    今早陪同賴院長至台灣首廟天壇參拜，而針對賴院長已決定投入總統初選一事，賴院長今天告訴國文，他其實，想要建立民進黨內新的初選文化。

    近年來黨內初選常常過度競爭，最後造成分裂，賴院長也明白這對於黨的傷害頗大。因此，賴院長跟我說，這次參加黨內初選，就是想建立一個好的初選文化。支持者不用過度投入在初選，盡可能保持中立，各黨公職也不用選邊站，將個人的支持放在心中即可。

    對於賴院長的這個態度，我打從心裡非常的贊同。民進黨既然以民主為名追求民主，就應該相信民主的初選機制。民進黨需要重新獲得人民的信任，因此過去被詬病的初選造成分裂現象，更是需要轉變過來。團結，就從不選邊站開始，我認同賴院長的遠見，也深感賴院長的大器。在就職前聽到這樣的消息，也讓我可以更專注於接下來新手立委的工作了！",,photo,https://www.facebook.com/325269090863652/posts/2200479870009222/,2019-03-19T03:24:12+0000,2019-03-19T11:24:12,https://www.facebook.com/gogowin2010/photos/a.546323485424877/2200478956675980/?type=3,Photos from 郭國文's post,,1227,0,0,0,0,0,148,26
325269090863652_2199581453432397,325269090863652,郭國文,Politician,,郭國文 updated their cover photo.,photo,https://www.facebook.com/325269090863652/posts/2199581453432397/,2019-03-18T12:25:03+0000,2019-03-18T20:25:03,https://www.facebook.com/gogowin2010/photos/a.546258585431367/2199581276765748/?type=3,郭國文's cover photo,,973,0,0,0,0,0,91,7
325269090863652_2199106716813204,325269090863652,郭國文,Politician,"今日繼續謝票的行程，而上午來到麻豆區，從龍泉巖開始感謝麻豆鄉親的相挺！
 
特別感謝麻豆後援會會長、總幹事各位幹部辛勞，陳秋宏議員的助陣，以及許多包含明道兄、忠賢會長的奔走，更重要的是麻豆鄉親的肯定，讓麻豆開出漂亮的票數！再次深深感謝大家！",,photo,https://www.facebook.com/325269090863652/posts/2199106716813204/,2019-03-18T02:57:44+0000,2019-03-18T10:57:44,https://www.facebook.com/gogowin2010/photos/a.546323485424877/2199102116813664/?type=3,Photos from 郭國文's post,,1135,0,0,0,0,0,104,48
325269090863652_2197828820274327,325269090863652,郭國文,Politician,"早上拜票行程中，遇到好友嫁女兒的喜事。
國文和賴院長一同向新人祝賀，也感謝他們一路對國文的支持。

國文也請朋友，一起為這對新人獻上祝福，
恭喜他們百年好合 幸福甜蜜",,video,https://www.facebook.com/325269090863652/posts/2197828820274327/,2019-03-17T05:17:22+0000,2019-03-17T13:17:22,https://www.facebook.com/gogowin2010/videos/2096181663830026/,謝票遇上好友嫁女兒,,13179,0,0,0,0,0,275,82
325269090863652_2197819013608641,325269090863652,郭國文,Politician,"很感謝台南鄉親給國文這個為台南服務的機會，
今早即由賴清德院長陪同，開始三天的拜票行程。

這次立委補選能獲得勝利，除了感謝賴清德院長、黃偉哲市長、卓榮泰主席、阿扁前總統和黨內所有黨公職不分派系大團結進行輔選外，最感謝的還是台南鄉親朋友對國文的支持與期待。

今早受訪時我也提出三個第一要務，分別是穩定柚價、保障柚農的權益與收入；針對七股及三股區的水產養殖與太陽能再生能源發展辦理公聽會，務求「漁、電共榮」的趨勢發展；以及設立山區服務處，不只實現對山區的政見，也將服務帶入山區需要的地方。

您的支持是國文前進的力量，國文絕對不會辜負大家!",,photo,https://www.facebook.com/325269090863652/posts/2197819013608641/,2019-03-17T05:05:07+0000,2019-03-17T13:05:07,https://www.facebook.com/gogowin2010/photos/a.546323485424877/2197818790275330/?type=3,Photos from 郭國文's post,,1753,0,0,0,0,0,188,24
325269090863652_2240268919363650,325269090863652,郭國文,Politician,今日經濟委員會因為議事的延宕，輪到我要發言卻已到散會時間，還好下午參與漁會法的逐條協商，稍稍平復上午未能發言的遺憾。不過最讓人驚喜的，竟然在經濟委員會偶遇成大博士班同學，在立院開起另類｢同學會｣。,,photo,https://www.facebook.com/325269090863652/posts/2240268919363650/,2019-04-15T09:11:25+0000,2019-04-15T17:11:25,https://www.facebook.com/gogowin2010/photos/a.546323485424877/2240268552697020/?type=3,,,358,0,0,0,0,0,14,1
325269090863652_2237340552989820,325269090863652,郭國文,Politician,我的父親一生務農，是最樸實的農家子弟，儘管如此，他老人家卻從未參觀過農業改良場。趁著今日國文出席『農業加值打樣中心』啟用典禮的機會，一大早趕回老家關廟，邀請父親一同體驗民代『跑行程』的感覺，隨後並帶著他來到台南農改場，留下難得的父子合影畫面，算是假日行程滿檔中的小確幸。,,photo,https://www.facebook.com/325269090863652/posts/2237340552989820/,2019-04-13T10:03:07+0000,2019-04-13T18:03:07,https://www.facebook.com/gogowin2010/photos/a.546323485424877/2237340239656518/?type=3,Photos from 郭國文's post,,664,0,0,0,0,0,46,6
325269090863652_2235817089808833,325269090863652,郭國文,Politician,"各位國文的好友：

為提供更多元的資訊管道，
國文推出新版LINE＠官方帳號，
大家可以點此連結加入：
https://line.me/R/ti/p/%40kuowen

或是在LINE的搜尋好友（用戶ID）中，輸入@kuowen

就可以加入國文新的官方LINE了喔！",,photo,https://www.facebook.com/325269090863652/posts/2235817089808833/,2019-04-12T09:15:12+0000,2019-04-12T17:15:12,https://www.facebook.com/gogowin2010/photos/a.749522555104968/2235817063142169/?type=3,,,3410,0,0,0,0,0,206,20
325269090863652_2235326176524591,325269090863652,郭國文,Politician,"AM07:00再度合體！

只不過不在路口，而在高鐵站！巧遇……

感動院長堅持優質初選；感謝院長鼓勵我專心扮好立委角色……

加油！亦師亦兄的賴清德醫師！我們分頭努力！！！",,photo,https://www.facebook.com/325269090863652/posts/2235326176524591/,2019-04-12T00:27:42+0000,2019-04-12T08:27:42,https://www.facebook.com/gogowin2010/photos/a.546323485424877/2235326016524607/?type=3,,,1262,0,0,0,0,0,140,21
325269090863652_2234010503322825,325269090863652,郭國文,Politician,國文在立法院的第一戰，於今早獻給了中選會主委人事同意案，在黨團的號召下，擔任｢人肉盾牌｣的角色，護送李進勇準主委前往議場。任務還在進行之際，隨即又返回經濟委員會，就七股地區鹽灘地種電與漁電共生的議題，向包括經濟部、台電、台鹽等權責單位，質詢太陽光電的建置與釋疑問題。國文認為，主管機關與投資廠商有必要逐一解決在地民眾的疑慮，在確保雙贏的前提下，後續的建置才有順利推動的契機。,,photo,https://www.facebook.com/325269090863652/posts/2234010503322825/,2019-04-11T04:59:53+0000,2019-04-11T12:59:53,https://www.facebook.com/gogowin2010/photos/a.546323485424877/2234010013322874/?type=3,Photos from 郭國文's post,,427,0,0,0,0,0,24,1
325269090863652_2233031813420694,325269090863652,郭國文,Politician,"此刻，超想抽根菸……

還是深呼吸好了。唉……",,photo,https://www.facebook.com/325269090863652/posts/2233031813420694/,2019-04-10T12:53:42+0000,2019-04-10T20:53:42,https://www.facebook.com/gogowin2010/photos/a.749522555104968/2233031530087389/?type=3,,,567,0,0,0,0,0,89,3
325269090863652_2232641233459752,325269090863652,郭國文,Politician,"【防範假新聞  應兼顧事前遏止與事後補償】
　
國文今日在經濟委員會質詢，以曾是假新聞受害者的過來人身分，關注行政院所提的兩項防範農業假訊息傳播的修法草案。國文首先認為，兩項草案中所列的罰鍰皆僅處以6萬至30萬，是否真能起到遏止的作用有待商榷，應訂立更為適切的罰則。
　
另外，假新聞傳播所引起的負面效應可大可小，以農產品為例，假訊息所造成的市場價格混淆，可能導致農民血本無歸，國文要求農委會除了修法遏止假新聞傳播之外，更應積極思考相關事後求償機制的研擬，藉以保障農民權益。",,photo,https://www.facebook.com/325269090863652/posts/2232641233459752/,2019-04-10T05:44:00+0000,2019-04-10T13:44:00,https://www.facebook.com/gogowin2010/photos/a.546323485424877/2232640873459788/?type=3,Photos from 郭國文's post,,254,0,0,0,0,0,16,3
325269090863652_2231251916932017,325269090863652,郭國文,Politician,"昨日晚上在三立鄭知道了節目中，
討論黨內總統初選的相關議題，
節錄片段提供給大家指教。",,video,https://www.facebook.com/325269090863652/posts/2231251916932017/,2019-04-09T06:57:08+0000,2019-04-09T14:57:08,https://www.facebook.com/gogowin2010/videos/535307850208904/,20180408郭國文在三立鄭知道了節目中談總統初選,,517,0,0,0,0,0,96,7
325269090863652_2229854667071742,325269090863652,郭國文,Politician,"今天晚上10點，
國文將在三立「鄭知道了」節目中，
與大家一同討論時事，
歡迎一同觀賞指教。",,photo,https://www.facebook.com/325269090863652/posts/2229854667071742/,2019-04-08T08:10:16+0000,2019-04-08T16:10:16,https://www.facebook.com/gogowin2010/photos/a.546323485424877/2229854503738425/?type=3,,,510,0,0,0,0,0,43,7
325269090863652_2229447500445792,325269090863652,郭國文,Politician,清明連假結束，昨晚人擠人的趕回台北，今早從下榻的會館前往立院，與老朋友王定宇委員搭乘同一輛交通車，也算是｢他鄉遇故知｣的難得巧遇!,,photo,https://www.facebook.com/325269090863652/posts/2229447500445792/,2019-04-08T00:22:59+0000,2019-04-08T08:22:59,https://www.facebook.com/gogowin2010/photos/a.546323485424877/2229447400445802/?type=3,,,710,0,0,0,0,0,34,2
